RA,Dec
23.68834,-4.50486
23.70583,-2.91153
23.71833,12.56
23.75125,-13.52847
23.75292,-29.90847
23.80917,-7.215
23.82084,-22.06014
23.83458,-29.39528
23.84125,6.42778
23.84625,-27.46875
23.86209,-4.44347
23.90542,-37.4868
23.95042,-20.22889
23.95958,5.35917
23.98625,23.26805
24.01667,7.64361
24.06875,36.0225
24.10125,20.95347
24.1075,40.73111
24.11083,48.72167
24.11667,25.14319
24.13708,39.09889
24.14917,-8.10486
24.2025,41.39806
24.22292,-35.17
24.23,-6.79208
24.25375,-22.16861
24.28792,20.69972
24.28917,50.9543
24.29375,-27.28903
24.31292,-9.19597
24.33792,-49.19569
24.3475,26.9525
24.355,25.16681
24.36167,-84.76903
24.36542,39.0
24.37333,-12.98667
24.37583,-19.94431
24.39458,6.95069
24.39667,-6.76111
24.3975,-40.13542
24.40417,-45.29875
24.40917,-24.51472
24.41042,85.40403
24.41542,18.59028
24.41917,-33.56139
24.42375,33.15875
24.44583,-19.04347
24.45,58.23958
24.48083,-82.97722
24.50542,-21.92111
24.50875,21.6018
24.51625,-5.61722
24.52292,69.44361
24.54167,11.82417
24.58667,48.69625
24.64208,24.97986
24.71,-25.86
24.72125,25.39042
24.74875,-17.95417
24.75167,35.41333
24.79375,-19.25833
24.83833,44.38486
24.85625,70.31486
24.85667,37.07944
24.8725,3.80792
24.90958,45.87917
24.92958,73.71152
24.93875,24.52597
24.99292,-24.8518
24.99375,1.53097
24.99375,26.18444
25.0075,-5.92042
25.02125,-15.5525
25.02125,-34.17597
25.025,11.48847
25.03625,-0.24472
25.06958,-0.83472
25.09583,24.04875
25.105,38.40014
25.11833,-16.10986
25.11917,42.19972
25.13167,-66.49084
25.17042,-7.98056
25.18958,-23.535
25.19083,-33.07056
25.21125,49.87305
25.23667,-41.50819
25.24,-5.39569
25.25167,-67.89236
25.26042,53.14292
25.29125,12.09875
25.32833,25.74778
25.35667,-38.1343
25.37583,-20.41028
25.38667,-15.46528
25.43042,47.83042
25.46833,-14.305
25.48375,-27.20764
25.495,-43.68208
25.52083,21.5125
25.52375,69.08639
25.54833,17.93278
25.58625,-11.08958
25.58667,54.85028
25.59125,-35.42931
25.6325,11.21528
25.66625,0.08722
25.70333,-10.14528
25.70917,-18.09708
25.73917,44.64417
25.75583,-19.82097
25.79083,-32.01486
25.81083,-21.61708
25.81292,-18.80611
25.85792,-45.03875
25.87958,39.06722
25.93208,63.82528
25.93792,-6.04417
25.96,32.19514
25.99333,2.34931
26.00792,-22.58847
26.01958,-15.94222
26.07,57.53611
26.09042,65.14778
26.09958,-14.81556
26.175,-22.2275
26.18917,5.81611
26.19792,-25.36167
26.20167,32.55569
26.22708,28.41125
26.22875,-21.81764
26.24042,18.42333
26.26458,-53.00153
26.27708,20.42681
26.31125,-60.56514
26.3225,46.53375
26.33,18.85695
26.3375,-39.95972
26.36083,-3.82917
26.4125,-25.05222
26.45667,51.72055
26.4925,21.58153
26.51958,41.51125
26.52292,63.81472
26.55083,-39.3843
26.555,-46.94764
26.58708,-76.6975
26.5875,40.98431
26.58958,61.75264
26.61208,-18.21611
26.63042,33.2875
26.67333,-24.0175
26.69,-0.67764
26.69375,-36.80764
26.70875,31.87472
26.74583,61.35653
26.74709,-22.44889
26.87584,-26.72639
26.88458,34.89944
26.91458,-66.16458
26.93042,63.85458
26.95667,-23.48514
26.9625,48.1875
26.97334,-15.11708
27.06417,12.91292
27.06792,-45.83403
27.07708,51.01347
27.09292,-27.97458
27.0975,-18.14319
27.11333,60.44889
27.11792,-4.11569
27.16292,-14.61153
27.17084,33.1032
27.17125,-48.51597
27.21042,-62.71653
27.21708,-22.64958
27.21959,-20.89445
27.28125,-28.3532
27.29292,24.72458
27.295,-20.20292
27.30667,13.06458
27.31583,-18.79903
27.34917,-10.70333
27.40208,-13.87083
27.42875,0.25111
27.48,25.74528
27.56542,-10.53389
27.58167,-53.37486
27.5825,-33.63722
27.58542,-23.77458
27.58625,61.41681
27.58833,-10.09375
27.58917,11.12667
27.59,-9.34736
27.60667,9.24597
27.61917,-12.33972
27.62042,50.20292
27.64917,6.96319
27.68375,33.0882
27.6975,-18.42945
27.72833,-25.68222
27.75542,-32.44778
27.77375,-0.57417
27.79,67.66306
27.80625,-63.37653
27.8325,13.41653
27.85333,-35.45375
27.90333,41.93139
27.90417,-2.64097
27.92458,-36.18708
27.96667,-32.87597
27.99792,-28.00972
28.00625,37.80111
28.0425,47.32403
28.04708,-21.12708
28.06542,-52.3275
28.08,-18.54431
28.10042,-31.95889
28.11292,-23.33222
28.12708,-50.4743
28.14792,-28.87972
28.1675,1.78847
28.17542,1.01111
28.17625,27.35958
28.17917,-33.24166
28.18625,36.14861
28.18667,-74.76264
28.18792,-7.26361
28.20417,-22.4375
28.23792,37.53625
28.2475,-13.75125
28.27083,29.57778
28.27375,-2.25708
28.285,75.29889
28.29792,-7.48028
28.29833,-21.09597
28.30709,1.04681
28.30709,-11.10597
28.3175,-2.48944
28.3175,-47.975
28.34792,-10.01528
28.35417,71.25417
28.38667,-1.31472
28.3925,3.19056
28.44625,-6.47208
28.45625,1.88264
28.46292,-14.99625
28.48042,30.88125
28.505,-40.53181
28.51583,-40.67708
28.58458,-36.49292
28.61083,57.69347
28.66875,-27.11639
28.6792,33.8914
28.71083,-24.34958
28.76458,-5.14319
28.7725,33.91444
28.79167,44.87514
28.81,-45.10139
28.81417,-17.65444
28.83542,-47.27917
28.84459,-38.77083
28.84708,47.92625
28.85375,2.47181
28.87667,-8.95556
28.90292,31.25708
28.94333,7.31722
28.95083,24.43903
28.9575,-5.58514
28.96417,-14.42958
28.97334,-78.34695
28.98167,4.10556
28.98875,-51.60944
28.99792,-25.06056
29.00083,15.03514
29.01875,80.90889
29.0375,-5.01222
29.06333,0.10097
29.08875,-26.25347
29.09,24.31056
29.09167,44.70847
29.09417,5.62667
29.11375,12.41528
29.12542,-41.61
29.14417,-42.21847
29.14417,-83.97667
29.1475,-23.81875
29.18917,-47.7368
29.19833,-0.35014
29.24417,-53.03569
29.25583,-21.04764
29.25625,-32.59097
29.25833,-18.15931
29.27209,41.34139
29.28583,-19.52458
29.29292,-47.38542
29.31542,-5.86167
29.31625,-13.31708
29.33375,12.24819
29.34208,-21.98264
29.34375,32.21472
29.37375,-64.38458
29.37542,-5.82889
29.38667,-4.91097
29.42833,-42.58222
29.45583,-21.90097
29.46792,33.17014
29.47042,-27.66708
29.49084,23.60556
29.49708,57.65083
29.52292,-37.4725
29.55042,48.735
29.61792,-1.785
29.69292,-61.56958
29.7175,-23.14736
29.77,-34.21403
29.79167,1.08847
29.80167,3.51944
29.83625,-18.03806
29.8425,58.52333
29.8625,-21.51111
29.89625,10.78528
29.89875,23.81333
29.90375,-65.44889
29.91042,-13.53472
29.95375,-3.86847
29.95792,-8.83028
29.96083,0.39361
29.96458,-38.12361
29.97917,-30.75389
29.99042,62.69889
30.00833,1.35639
30.03083,-79.23847
30.0475,-26.78569
30.05209,13.05472
30.05458,6.91958
30.05667,-8.685
30.06042,31.42861
30.08333,7.58639
30.0875,-41.16014
30.11125,2.67
30.12208,-31.46139
30.12417,-2.66792
30.12584,27.2107
30.14083,-23.00375
30.14292,27.88417
30.15542,-16.81778
30.19291,59.95792
30.19542,-43.3125
30.20417,-29.99028
30.2425,-62.24764
30.27625,0.56667
30.32833,-37.0825
30.34042,-22.99195
30.3675,-12.7681
30.39792,-16.16597
30.40917,-37.49055
30.41125,-32.765
30.43375,-1.66597
30.43417,-2.19958
30.44375,1.28806
30.465,1.48403
30.4775,-52.58153
30.47875,53.62583
30.48708,70.90903
30.48792,-11.54403
30.52584,13.83472
30.54375,-2.10444
30.55,-62.59236
30.56333,-44.7825
30.56542,36.71986
30.56875,-76.33319
30.58541,-1.1025
30.5875,-1.12083
30.59542,19.07264
30.61042,8.82028
30.61292,2.81736
30.62042,10.58194
30.62208,-4.84708
30.65708,9.82569
30.66042,49.44014
30.68208,13.57736
30.69209,-48.42639
30.70125,-40.11403
30.71625,-2.38972
30.72292,4.78292
30.755,-24.03695
30.77458,-7.33514
30.79125,48.62181
30.82292,-24.64236
30.86875,-9.82083
30.93291,-27.37542
30.94542,35.59083
30.95,-0.34403
30.95083,-39.94931
30.95292,29.98931
30.955,50.50236
30.95958,-42.72556
30.98083,-45.41292
30.99875,0.13389
31.00042,-29.5475
31.01292,-51.08194
31.035,-48.90028
31.05375,-7.57083
31.05667,-33.5625
31.07917,13.31417
31.11958,-3.17347
31.1225,3.32681
31.135,1.36889
31.15292,-54.88889
31.15333,-11.99472
31.16125,-53.12278
31.17917,-24.63694
31.21917,-53.77014
31.24,-17.01917
31.24167,-15.68111
31.265,-17.62139
31.27833,77.28098
31.27917,6.08528
31.31625,-45.01667
31.3225,-23.45639
31.355,-9.79125
31.36584,-24.76681
31.37375,64.82625
31.41583,-13.80847
31.45042,-40.36722
31.45708,-13.63847
31.45708,-42.11264
31.46792,-52.73306
31.50042,6.53611
31.56625,-0.29125
31.58083,-44.01236
31.58208,-42.38542
31.5825,-7.04153
31.59458,-1.29833
31.61958,-14.89694
31.66875,-71.80625
31.67875,-2.25125
31.70333,67.66528
31.72083,15.29556
31.75667,-51.69375
31.75792,-44.1125
31.76042,29.50972
31.76292,-77.73917
31.79917,64.28639
31.80334,5.60653
31.81875,84.1907
31.81958,52.7575
31.8275,-53.19861
31.87125,-59.67056
31.95417,2.71403
32.02083,-9.11028
32.03042,2.37833
32.04958,15.14431
32.05292,5.60778
32.05791,45.99292
32.15625,35.38722
32.15958,-18.77111
32.16958,-30.51153
32.18,-10.08833
32.21083,-7.35653
32.215,-12.38611
32.21708,49.45139
32.27666,-15.59583
32.27833,-27.51097
32.3125,42.03986
32.32084,-21.38305
32.32333,44.83097
32.3425,-52.48903
32.36083,-21.94695
32.36292,-47.37069
32.36292,-76.6825
32.36708,-29.89917
32.37083,28.54528
32.37458,19.75417
32.38042,-30.97097
32.3875,-23.84583
32.40208,-85.30305
32.40334,52.44597
32.40875,-48.59903
32.40917,42.85722
32.465,3.76861
32.46708,-63.31055
32.47417,-13.88917
32.49792,14.07875
32.52583,-20.4175
32.53416,-54.51014
32.54042,-14.85556
32.57209,-23.96111
32.5875,-43.71528
32.58916,-3.71306
32.595,-3.85097
32.60125,-50.83347
32.62125,-11.0075
32.67042,60.95819
32.695,-51.01528
32.73125,-46.06764
32.74958,-21.04958
32.76,-36.15472
32.83792,19.64083
32.85791,-40.28403
32.93166,-15.84681
32.95792,-15.96931
32.96959,-17.04014
32.97583,-33.56055
32.98958,4.36403
33.025,-25.96903
33.03708,27.1382
33.03708,36.43056
33.03792,-40.73903
33.06459,23.96361
33.07417,37.64097
33.075,-7.61819
33.08375,-44.67916
33.09291,30.30278
33.10625,52.16764
33.12708,-27.91014
33.13125,-35.06
33.18542,58.09347
33.1925,-34.38222
33.21583,-47.14695
33.22083,40.66847
33.22667,-11.39681
33.2275,0.00417
33.30333,40.50834
33.33583,36.81042
33.34,5.77417
33.37458,-46.91459
33.41917,-42.82695
33.44458,-2.94319
33.45375,58.38625
33.46458,-41.49153
33.47542,-22.32319
33.48042,-5.85667
33.48833,-2.89625
33.49833,0.71264
33.49875,47.47528
33.49958,-69.85833
33.5475,-47.54486
33.55,-35.62972
33.55875,-3.63083
33.57417,51.74917
33.62917,-11.35528
33.64,-25.8
33.64042,-0.76764
33.65833,-64.505
33.6625,-43.55528
33.67458,-4.57306
33.69542,-3.94097
33.71333,-18.92333
33.75833,-23.5393
33.79125,-13.61583
33.81417,-16.29556
33.83625,-33.3657
33.88125,-39.07056
33.92667,25.04583
33.9375,-79.02486
33.93875,-18.23972
33.95333,-29.81347
33.96583,-40.395
33.97084,-47.16389
33.99958,-9.48694
34.06709,-48.27431
34.1075,-40.94695
34.13458,23.24681
34.14125,-1.59681
34.15,-25.92306
34.165,81.17278
34.16833,-56.7518
34.16875,-30.98639
34.17792,-47.82375
34.18417,-38.73278
34.19709,39.48944
34.20417,70.59792
34.20667,8.30472
34.21833,-66.61236
34.22917,-23.37111
34.23417,-43.7682
34.24041,-0.85764
34.24208,-3.41611
34.25875,34.22417
34.2825,11.0675
34.29459,-52.74236
34.35125,-39.91583
34.35333,28.74167
34.41167,-30.08208
34.42667,-50.24736
34.47541,-19.97028
34.4834,62.7331
34.48542,12.42569
34.48875,-16.51694
34.49166,31.26306
34.50958,-71.46653
34.55333,-50.41306
34.56042,-64.38292
34.58083,-31.69736
34.61917,41.14347
34.62458,-4.91875
34.625,-48.1157
34.64583,-30.83597
34.6525,12.31736
34.71417,-69.88514
34.72417,-28.96417
34.74833,39.93972
34.76,-36.43681
34.76125,-26.69194
34.77417,-17.41764
34.81417,-36.09292
34.82625,-68.46848
34.93708,-10.43042
34.97042,-30.02819
34.98333,-54.85444
35.0025,-38.10778
35.08,-31.66945
35.10583,-6.29417
35.10583,-16.23014
35.12167,-27.11486
35.16542,-26.57806
35.2,-8.71583
35.20333,-33.55542
35.21125,33.34694
35.23458,-38.48056
35.24333,-50.97611
35.275,-4.68292
35.2975,46.00097
35.37,-47.21583
35.38708,34.08042
35.39458,11.77306
35.46917,28.17986
35.47208,-32.98958
35.5025,-15.94361
35.525,52.35333
35.54458,72.08375
35.57,-29.49403
35.575,-6.42042
35.60458,47.49097
35.60708,-41.26486
35.60833,-8.95167
35.62792,-27.11681
35.63208,11.10083
35.63708,-23.81764
35.64208,50.55986
35.68292,-60.37861
35.69833,-43.33445
35.76,-25.04028
35.76875,70.34361
35.81042,-29.86528
35.81083,-11.29472
35.83375,-27.79472
35.86125,22.72903
35.8725,44.34028
35.88833,22.46445
35.90042,-10.93778
35.91333,-14.35361
36.03667,-7.40778
36.04542,-42.2332
36.07167,-9.43222
36.09917,-3.10861
36.15583,-24.56236
36.1725,-19.14069
36.26208,-23.215
36.27208,18.78167
36.2875,-63.22403
36.29125,-29.47083
36.29958,-10.47639
36.31375,-32.42667
36.33042,-44.25861
36.35791,-17.15944
36.40667,28.76458
36.40958,37.54028
36.42125,33.98375
36.4675,-41.91292
36.47166,-52.96375
36.49583,-15.34028
36.53917,-0.88972
36.54583,-67.0443
36.5475,-38.55278
36.56792,6.29139
36.6025,-21.5525
36.65833,-41.32944
36.6625,-44.68806
36.6875,-84.53972
36.78833,34.39278
36.8025,-28.855
36.81709,-29.49055
36.81916,2.03181
36.86208,33.58167
36.86833,30.97445
36.88834,28.97625
36.90917,44.16778
36.92,45.91139
36.92583,-33.8975
36.98958,-21.15014
37.00459,50.81694
37.03875,28.18264
37.04042,-13.67
37.0425,-50.94431
37.06083,31.31056
37.06083,-38.37514
37.065,-40.95333
37.07875,-61.30486
37.08208,-38.92445
37.09542,-17.03208
37.10167,5.63361
37.105,-10.59028
37.1275,31.57361
37.14208,-80.89792
37.16417,-9.59736
37.16875,-30.91514
37.18167,-31.22556
37.18375,-55.90764
37.19333,16.45389
37.215,33.99694
37.24833,7.33542
37.2575,-15.64889
37.2575,-41.13708
37.26208,67.40195
37.26667,38.09667
37.34375,-33.53931
37.37,-18.93236
37.37875,-63.58014
37.40167,-5.86681
37.40208,34.39292
37.41292,-47.22667
37.42583,72.10167
37.475,-30.60111
37.47958,-13.26514
37.52292,-8.99764
37.63541,25.23708
37.6375,-43.70347
37.64375,-15.72431
37.68917,-31.885
37.68917,-45.11528
37.69792,56.93833
37.72042,-68.70097
37.82708,-36.19542
37.84292,35.0925
37.86,-37.97528
37.87958,-48.44972
37.88292,-46.18694
37.93875,-33.6625
38.04583,55.45639
38.05583,6.83
38.06292,-36.42931
38.06917,-44.34458
38.07042,-12.27611
38.10042,-44.00222
38.13083,34.07653
38.15333,31.525
38.16167,-37.30333
38.16208,-44.36361
38.19083,6.61833
38.20125,20.28944
38.21667,-28.55764
38.22208,15.03694
38.27708,41.81528
38.34,-4.91528
38.40208,24.93042
38.43,-22.29569
38.45542,2.4925
38.45625,-5.75444
38.4775,40.40514
38.50042,-18.19875
38.505,-65.60958
38.54417,-31.52486
38.59583,-43.7943
38.61917,80.7282
38.61917,-47.02764
38.62833,-46.53584
38.64209,-52.06639
38.65834,-8.78722
38.67958,-58.52069
38.69834,-22.3807
38.73875,-85.83708
38.7675,31.6575
38.775,-47.61833
38.78042,-4.03722
38.80792,-29.60458
38.84459,23.57833
38.865,-44.88486
38.88542,-13.65972
38.90292,-29.64583
38.91833,-13.35444
38.92459,63.63389
38.92625,-44.5643
38.94083,2.79708
38.94958,34.68542
38.96791,-29.21167
39.00792,8.35667
39.12709,-59.4743
39.17,-19.37458
39.185,22.67458
39.21584,-52.05
39.2225,-61.60556
39.22542,-42.36375
39.24208,24.64972
39.26083,-44.40778
39.26167,-52.39583
39.35625,-12.35806
39.365,-26.5075
39.385,-24.80014
39.39125,-36.05833
39.39375,-39.32361
39.41625,18.32931
39.44042,-21.47917
39.4825,39.18917
39.50208,-39.08486
39.50458,72.81597
39.54,5.20278
39.56875,37.72681
39.58292,-52.19222
39.60375,-37.99028
39.61458,1.90722
39.63375,2.56
39.63584,-31.28292
39.64708,-29.05694
39.68917,-52.95292
39.69792,40.18306
39.70583,-40.64556
39.7075,-12.98181
39.73875,44.74153
39.755,-19.6207
39.755,-58.18681
39.83667,-37.18361
39.83958,-5.20458
39.84792,-0.025
39.87875,24.46625
39.9125,-27.49597
39.94958,50.06361
39.95042,-42.89097
39.98167,-11.30486
40.00959,61.13208
40.05167,-9.44917
40.05167,61.73278
40.06167,-3.52472
40.11833,-9.60708
40.12375,20.10069
40.12917,-16.38292
40.13875,-42.0425
40.13958,61.23292
40.1625,-54.54792
40.17417,-6.65375
40.29458,-28.735
40.30792,-0.69611
40.3125,-62.25889
40.31333,-30.69417
40.31542,-48.12583
40.32833,-57.42278
40.34208,-28.65542
40.35833,5.98972
40.39667,7.18806
40.43166,-39.22597
40.445,-52.99528
40.46125,-28.10167
40.50834,-38.55083
40.53167,-45.37625
40.53542,-46.5225
40.5575,-54.95306
40.56042,7.745
40.56333,5.51028
40.58625,38.62417
40.60042,-66.06541
40.61958,-38.75042
40.63958,-50.79903
40.64333,-57.65903
40.64959,-21.5375
40.66583,50.46736
40.67042,-0.01292
40.67167,0.95431
40.70833,27.53681
40.82917,3.23556
40.83625,19.42611
40.85917,-37.92792
40.88792,17.14194
40.9075,-30.5132
40.90875,-48.56306
40.96625,29.00097
40.99709,-42.34694
41.01042,-26.18361
41.04875,49.23
41.05583,-36.30764
41.06667,25.52611
41.08875,-19.09945
41.10833,-26.99972
41.15333,21.23292
41.16583,-58.33139
41.23958,-44.12722
41.24083,62.46958
41.26,-22.16833
41.27708,-18.57125
41.3075,-43.73625
41.31542,-46.465
41.3375,27.00611
41.34667,-24.10667
41.35125,14.58847
41.37042,26.34417
41.37625,-53.03514
41.46542,65.72875
41.47583,-44.99514
41.48625,-27.39583
41.52333,-17.31931
41.525,36.88681
41.53458,-11.54528
41.56125,5.59375
41.58334,-30.2775
41.61958,-27.07097
41.66833,-24.43556
41.67833,-33.72778
41.69167,-21.63833
41.79333,-22.49014
41.83625,-60.84514
41.86333,-0.20569
41.86333,19.37347
41.89333,-30.04319
41.91958,19.68431
41.92,-23.12625
41.95,-51.50028
41.96167,-22.83417
41.96334,36.19917
42.01083,-3.535
42.0325,15.00278
42.0325,27.06861
42.03292,-36.9825
42.06167,-19.66514
42.07167,13.37403
42.08958,-30.63542
42.10167,-31.56153
42.17917,31.11708
42.22292,-34.07444
42.22792,69.63445
42.26,-10.48681
42.33667,19.30361
42.3875,57.88583
42.40458,-31.18736
42.41417,-24.82917
42.41625,-54.47764
42.44167,-38.42778
42.46708,8.94347
42.47917,33.75431
42.53333,47.48028
42.57583,-21.4975
42.58333,37.48583
42.62458,11.86847
42.66167,17.20417
42.67125,58.19194
42.69458,-34.8125
42.7,-39.93528
42.71125,-26.01194
42.73083,-36.27778
42.75125,-34.15403
42.75834,-21.00375
42.78,60.41833
42.79875,-47.88722
42.82458,-41.16403
42.85708,13.38583
42.85875,-24.94819
42.96625,43.61778
42.97167,22.45972
42.97292,-61.61792
43.00834,-11.58208
43.01417,-45.27625
43.04333,-39.6068
43.04708,32.07944
43.07042,36.28278
43.09292,63.41153
43.09792,37.48736
43.09875,-43.79805
43.10667,12.87542
43.12042,-59.37625
43.13459,-12.76958
43.14042,22.32347
43.18125,-34.13167
43.18833,-26.84528
43.20958,-1.26819
43.21292,10.67514
43.36792,-54.69722
43.38166,-39.21431
43.39625,-38.43903
43.44542,-61.59153
43.46375,15.355
43.48875,46.16306
43.49875,36.43306
43.51083,-35.90708
43.53167,-41.62528
43.54917,40.59208
43.55791,42.58889
43.56042,41.59167
43.56917,-26.2575
43.60458,-35.49194
43.62083,-56.6618
43.635,-51.14153
43.64458,-26.26986
43.65458,15.43292
43.66417,-5.33014
43.6725,39.52875
43.6825,47.44458
43.7,-40.44806
43.76292,-54.3968
43.79667,-61.45222
43.81042,9.11542
43.86167,-26.23195
43.90917,-22.78194
43.91292,38.91014
43.93292,47.78111
43.9425,-42.58903
43.96833,9.31472
44.00708,-16.48875
44.05667,-80.21125
44.0575,-79.1357
44.08333,61.69139
44.10917,18.01986
44.14708,-24.79542
44.15334,-53.15958
44.17042,33.70611
44.19958,-63.71458
44.21583,58.58639
44.21667,-24.5575
44.24167,-47.61555
44.24292,60.56542
44.24958,10.32014
44.28334,33.95319
44.29,-23.43028
44.30583,-29.855
44.33084,48.63403
44.36083,9.50556
44.38625,6.01875
44.41875,23.96528
44.41959,-16.51389
44.425,-22.15042
44.44125,44.52625
44.46125,13.04528
44.46583,11.96653
44.47166,-28.23444
44.48,-31.78514
44.48125,41.86653
44.5175,20.66972
44.51917,-62.6875
44.56542,-21.09097
44.61666,29.80153
44.70292,-54.80305
44.7425,13.58042
44.74625,-45.08097
44.77292,-38.12361
44.87792,-24.38042
44.87958,-25.26694
44.88,-4.18111
44.895,-36.76028
44.89709,35.32958
44.91042,44.28959
44.9125,14.04806
44.92958,19.54667
44.93167,-23.38458
44.94375,-51.35042
44.96833,38.03028
44.98417,-30.43833
45.01792,7.75236
45.02667,-45.66333
45.03167,16.50653
45.04208,-49.68278
45.0675,72.42709
45.08167,38.91889
45.08417,-37.45597
45.12625,2.68458
45.14167,-49.70875
45.15042,-36.30139
45.18875,44.45403
45.1975,-37.135
45.225,-40.29805
45.27542,54.61375
45.28167,-47.10972
45.28542,37.71125
45.34125,44.25361
45.34458,11.39597
45.40375,1.92139
45.43792,1.26056
45.46083,35.8343
45.46666,-16.59403
45.48083,-43.51445
45.51083,-24.51333
45.60708,-27.97722
45.61083,22.37375
45.6775,-7.68694
45.72917,32.5225
45.76625,-78.60542
45.78417,38.97875
45.80792,-47.70403
45.82375,-27.59347
45.83041,-8.08278
45.84459,1.93042
45.85958,-24.12153
45.86583,23.06319
45.87208,-33.16958
45.875,5.90694
45.8975,36.44305
45.90208,-25.59264
45.91667,-56.51194
45.93,-76.26889
45.935,-77.87292
45.93583,-31.7775
45.95583,25.04472
45.98708,37.65125
46.00375,31.39264
46.02084,30.05333
46.02208,-36.93486
46.06834,-28.5375
46.06875,20.18639
46.08542,-44.02778
46.08916,21.30042
46.13708,-51.31792
46.15458,2.95167
46.18,14.62792
46.18291,-31.04875
46.23208,-35.94764
46.27,-63.94625
46.29208,-37.41861
46.29916,65.55278
46.40083,42.19569
46.40292,76.38264
46.51875,-40.88639
46.52084,-48.79681
46.52625,-39.03667
46.57833,-65.3525
46.62584,-75.5175
46.63875,10.51583
46.6675,0.06181
46.76208,-28.66764
46.78542,-30.62667
46.85209,-32.36611
46.97709,60.52375
46.98167,-28.21944
46.98833,-22.70583
46.99625,30.34222
47.02625,2.65014
47.02958,-24.76097
47.04166,40.95764
47.04333,-32.45042
47.04834,-28.11889
47.10792,4.11042
47.16708,-38.74417
47.17,25.59319
47.23083,26.76083
47.23209,-39.19584
47.2325,11.05569
47.28708,41.87875
47.2925,3.39486
47.35917,-39.99083
47.36083,67.54403
47.46041,46.43778
47.52,-42.95097
47.56167,35.84889
47.60125,39.18583
47.61583,-0.83139
47.63625,-50.44875
47.63958,-64.20069
47.65958,-5.39528
47.67208,50.52847
47.68333,32.65917
47.7675,-44.04583
47.79167,14.405
47.79333,68.03125
47.80417,22.42181
47.80667,-57.0257
47.82125,48.17514
47.82875,-20.77264
47.85583,-26.90153
47.87292,-44.82111
47.885,-27.33444
47.91,7.2325
47.93625,-42.86403
47.95167,-55.54292
47.97292,-0.15986
47.98333,61.52
47.99917,-76.85861
48.01125,50.48944
48.01625,-28.99014
48.0175,-30.30125
48.10667,-44.41986
48.10917,6.65931
48.11417,39.27472
48.13458,9.74069
48.13875,-32.385
48.14167,-41.5257
48.1625,71.55347
48.20833,-68.15417
48.21,-4.2325
48.21125,36.2575
48.23833,8.37681
48.25708,32.90167
48.25834,41.33528
48.30417,3.82333
48.34208,48.11042
48.35417,-35.11
48.36208,5.00625
48.36625,74.29694
48.42583,-41.99278
48.44958,29.12486
48.48292,67.08125
48.51,0.74125
48.55708,-22.59264
